line,id,vendor,US_GWD_number,DS_GWD_number,tool,ILIRStartDate,status,type,vendor_comment,feature_number,feature_ODO,chainage_m,depth_fraction,length_mm,width_mm,OD_inch,WT_mm,grade_MPa,install_date,toughness_J,MAOP_kPa,begin_PS,end_PS,begin_VTS,end_VTS,begin_maop,end_maop,start_ILI_segment_m,end_ILI_segment_m
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102311,Rosen,2910,2920,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000144,4197.043,4182.172,0.27,44,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102310,Rosen,2910,2920,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000148,4198.906,4184.031,0.32,92,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102309,Rosen,2910,2920,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000150,4200.442,4185.564,0.27,28,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102308,Rosen,2910,2920,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000167,4208.477,4193.58,0.34,58,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102307,Rosen,2920,2930,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000176,4217.268,4202.35,0.31,58,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102306,Rosen,2930,2940,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000181,4218.173,4203.253,0.28,36,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102305,Rosen,3000,3010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000244,4295.318,4280.049,0.27,32,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102304,Rosen,3020,3030,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly | intermittent,0004-0000285,4328.267,4312.267,0.38,106,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102303,Rosen,3040,3050,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000315,4365.932,4349.84,0.28,44,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102302,Rosen,3050,3060,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000322,4386.716,4370.569,0.31,60,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102301,Rosen,3060,3070,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000330,4395.549,4379.376,0.42,48,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102300,Rosen,3070,3080,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000346,4422.264,4406.007,0.29,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102299,Rosen,3090,3100,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000373,4455.584,4439.238,0.27,58,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102298,Rosen,3120,3130,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000401,4508.57,4492.09,0.27,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102297,Rosen,3130,3140,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000413,4523.136,4506.612,0.31,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102296,Rosen,3130,3140,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000418,4524.265,4507.737,0.29,138,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102295,Rosen,3140,3150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000445,4532.908,4516.351,0.27,52,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102294,Rosen,3170,3180,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000459,4575.926,4559.237,0.33,54,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102293,Rosen,3170,3180,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000466,4580.519,4563.816,0.32,68,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102292,Rosen,3170,3180,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000469,4582.271,4565.563,0.34,26,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102291,Rosen,3170,3180,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000489,4593.156,4576.415,0.29,14,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102290,Rosen,3180,3190,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000495,4596.377,4579.627,0.28,52,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102289,Rosen,3290,3300,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000669,4802.682,4785.435,0.3,78,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102288,Rosen,3290,3300,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000670,4803.257,4786.009,0.28,58,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102287,Rosen,3310,3320,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000706,4817.835,4800.549,0.27,40,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102286,Rosen,3310,3320,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000711,4823.752,4806.451,0.29,40,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102285,Rosen,3310,3320,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000713,4824.862,4807.558,0.37,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102284,Rosen,3370,3380,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000764,4878.339,4860.904,0.27,24,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102283,Rosen,3370,3380,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000789,4894.955,4877.481,0.27,28,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102282,Rosen,3390,3400,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000821,4930.808,4913.246,0.27,32,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102281,Rosen,3400,3410,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000832,4953.064,4935.451,0.3,22,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102280,Rosen,3410,3420,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000837,4964.146,4946.508,0.3,50,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102279,Rosen,3410,3420,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000838,4965.454,4947.813,0.37,26,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102278,Rosen,3410,3420,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0004-0000840,4967.988,4950.341,0.28,48,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102277,Rosen,3430,3440,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000002,5000.241,4982.513,0.28,48,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102276,Rosen,3440,3450,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000016,5029.983,5012.187,0.28,48,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102275,Rosen,3490,3500,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000031,5086.505,5068.537,0.32,110,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102274,Rosen,3490,3500,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000058,5093.258,5075.258,0.32,62,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102273,Rosen,3500,3510,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000072,5099.158,5081.131,0.3,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102272,Rosen,3510,3520,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000126,5115.105,5097.023,0.33,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102271,Rosen,3510,3520,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000150,5120.471,5102.371,0.36,118,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102270,Rosen,3520,3530,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000161,5131.87,5113.735,0.3,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102269,Rosen,3550,3560,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000194,5170.801,5152.567,0.3,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102268,Rosen,3570,3580,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000196,5191.828,5173.543,0.29,46,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102267,Rosen,3600,3610,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000234,5250.486,5232.005,0.28,46,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102266,Rosen,3600,3610,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000235,5251.851,5233.366,0.28,62,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102265,Rosen,3600,3610,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000237,5253.59,5235.099,0.27,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102264,Rosen,3600,3610,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000245,5259.821,5241.311,0.34,36,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102263,Rosen,3600,3610,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000249,5266.114,5247.584,0.29,30,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102262,Rosen,3630,3640,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000265,5318.172,5299.508,0.26,44,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102261,Rosen,3640,3650,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000274,5340.797,5322.077,0.27,56,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102260,Rosen,3640,3650,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000275,5342.542,5323.818,0.4,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102259,Rosen,3650,3660,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000278,5346.782,5328.044,0.28,26,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102258,Rosen,3660,3670,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000296,5376.389,5357.526,0.34,134,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102257,Rosen,3660,3670,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000297,5377.434,5358.567,0.32,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102256,Rosen,3660,3670,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000301,5379.933,5361.055,0.33,274,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102255,Rosen,3670,3680,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000304,5398.038,5379.104,0.27,40,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102254,Rosen,3690,3700,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000340,5424.845,5405.841,0.29,54,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102253,Rosen,3720,3730,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000429,5454.826,5435.711,0.36,60,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102252,Rosen,3720,3730,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000434,5456.382,5437.262,0.3,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102251,Rosen,3720,3730,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000437,5458.22,5439.093,0.39,56,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102250,Rosen,3720,3730,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000440,5459.248,5440.117,0.3,72,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102249,Rosen,3720,3730,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000443,5459.634,5440.502,0.4,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102248,Rosen,3720,3730,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000451,5461.512,5442.373,0.33,22,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102247,Rosen,3720,3730,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000459,5463.106,5443.962,0.28,50,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102246,Rosen,3720,3730,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000467,5466.048,5446.893,0.31,28,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102245,Rosen,3740,3750,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000484,5483.415,5464.009,0.29,32,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102244,Rosen,3760,3770,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000490,5511.404,5490.692,0.31,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102243,Rosen,3760,3770,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000491,5511.761,5491.032,0.27,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102242,Rosen,3800,3810,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000505,5575.264,5551.524,0.32,48,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102241,Rosen,3800,3810,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000506,5575.497,5551.743,0.29,28,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102240,Rosen,3810,3820,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000515,5607.005,5582.675,0.3,46,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102239,Rosen,3820,3830,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000518,5612.707,5588.365,0.34,64,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102238,Rosen,3820,3830,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000524,5616.874,5592.523,0.27,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102237,Rosen,3820,3830,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000526,5617.68,5593.327,0.31,46,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102236,Rosen,3820,3830,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000529,5622.27,5597.908,0.27,40,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102235,Rosen,3820,3830,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000532,5626.24,5601.869,0.36,60,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102234,Rosen,3840,3850,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000544,5662.157,5637.711,0.28,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102233,Rosen,3840,3850,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000545,5662.649,5638.202,0.33,30,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102232,Rosen,3840,3850,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000546,5667.408,5642.951,0.35,46,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
