line,id,vendor,US_GWD_number,DS_GWD_number,tool,ILIRStartDate,status,type,vendor_comment,feature_number,feature_ODO,chainage_m,depth_fraction,length_mm,width_mm,OD_inch,WT_mm,grade_MPa,install_date,toughness_J,MAOP_kPa,begin_PS,end_PS,begin_VTS,end_VTS,begin_maop,end_maop,start_ILI_segment_m,end_ILI_segment_m
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102231,Rosen,3870,3880,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000555,5682.875,5658.384,0.33,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102230,Rosen,3870,3880,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000558,5686.585,5662.079,0.27,114,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102229,Rosen,3870,3880,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000559,5686.795,5662.288,0.41,226,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102228,Rosen,3870,3880,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000561,5687.117,5662.609,0.3,178,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102227,Rosen,3870,3880,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000562,5687.413,5662.903,0.27,56,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102226,Rosen,3880,3890,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000581,5698.385,5673.821,0.37,58,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102225,Rosen,3880,3890,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000587,5703.21,5678.634,0.36,46,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102224,Rosen,3890,3900,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000606,5709.679,5685.088,0.26,36,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102223,Rosen,3890,3900,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000607,5715.092,5690.488,0.31,72,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102222,Rosen,3890,3900,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000609,5717.528,5692.918,0.28,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102221,Rosen,3890,3900,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000610,5718.263,5693.651,0.33,82,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102220,Rosen,3900,3910,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000623,5728.982,5704.344,0.28,62,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102219,Rosen,3910,3920,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly | int/ext,0005-0000627,5735.908,5711.254,0.29,24,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102218,Rosen,3910,3920,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000630,5737.895,5713.235,0.28,66,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102217,Rosen,3910,3920,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000631,5738.057,5713.397,0.35,48,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102216,Rosen,3910,3920,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000635,5739.348,5714.685,0.37,44,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102215,Rosen,3910,3920,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000639,5741.68,5717.011,0.3,60,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102214,Rosen,3910,3920,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000640,5741.811,5717.141,0.33,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102213,Rosen,3930,3940,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000654,5763.642,5738.917,0.27,22,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102212,Rosen,3930,3940,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000657,5767.147,5742.413,0.27,20,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102211,Rosen,3940,3950,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000667,5775.436,5750.683,0.31,28,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102210,Rosen,3940,3950,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000668,5775.778,5751.024,0.29,40,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102209,Rosen,3950,3960,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000671,5777.233,5752.476,0.33,94,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102208,Rosen,3960,3970,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000685,5786.542,5761.763,0.31,26,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102207,Rosen,3970,3980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000709,5806.889,5782.06,0.31,32,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102206,Rosen,3970,3980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000714,5808.141,5783.309,0.29,60,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102205,Rosen,3970,3980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000717,5808.862,5784.029,0.29,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102204,Rosen,3970,3980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000721,5809.046,5784.212,0.3,30,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102203,Rosen,3970,3980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000741,5816.903,5792.05,0.27,36,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102202,Rosen,3980,3990,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000747,5828.314,5803.433,0.35,60,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102201,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000797,5855.555,5830.606,0.31,142,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102200,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000802,5856.11,5831.159,0.32,156,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102199,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000803,5856.282,5831.331,0.3,130,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102198,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000805,5856.423,5831.472,0.33,76,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102197,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000808,5856.661,5831.709,0.46,106,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102196,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000811,5857.011,5832.058,0.27,138,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102195,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000812,5857.176,5832.223,0.28,172,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102194,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000815,5857.754,5832.799,0.29,50,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102193,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000826,5858.826,5833.869,0.31,102,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102192,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000831,5859.499,5834.54,0.27,76,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102191,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000871,5867.567,5842.588,0.37,62,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102190,Rosen,4000,4010,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0000896,5871.881,5846.891,0.31,36,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102189,Rosen,4020,4030,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0001008,5903.657,5878.574,0.28,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102188,Rosen,4040,4050,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0001038,5926.131,5900.958,0.28,110,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102187,Rosen,4070,4080,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0005-0001050,5965.828,5940.543,0.34,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102186,Rosen,4070,4080,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly | int/ext,0005-0001055,5972.005,5946.695,0.29,30,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102185,Rosen,4090,4100,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000006,6001.61,5976.2,0.27,288,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102184,Rosen,4090,4100,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000013,6003.336,5977.921,0.29,48,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102183,Rosen,4100,4110,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000037,6013.26,5987.817,0.29,82,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102182,Rosen,4110,4120,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000060,6032.548,6007.051,0.19,102,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102181,Rosen,4120,4130,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000074,6039.685,6014.169,0.37,78,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102180,Rosen,4120,4130,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000075,6039.784,6014.268,0.26,48,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102179,Rosen,4120,4130,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000115,6050.818,6025.273,0.36,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102178,Rosen,4120,4130,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000116,6050.864,6025.319,0.29,28,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102177,Rosen,4120,4130,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000117,6051.293,6025.747,0.37,86,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102176,Rosen,4140,4150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000132,6075.143,6049.539,0.31,58,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102175,Rosen,4140,4150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000135,6075.689,6050.084,0.29,44,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102174,Rosen,4140,4150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000136,6075.739,6050.134,0.32,26,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102173,Rosen,4140,4150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000144,6076.705,6051.097,0.39,56,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102172,Rosen,4140,4150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000155,6079.773,6054.157,0.3,90,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102171,Rosen,4140,4150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000157,6082.086,6056.464,0.37,26,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102170,Rosen,4140,4150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000159,6082.839,6057.216,0.28,54,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102169,Rosen,4140,4150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000169,6087.888,6062.252,0.33,76,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102168,Rosen,4140,4150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000172,6088.192,6062.555,0.29,52,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102167,Rosen,4140,4150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000178,6088.655,6063.017,0.32,30,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102166,Rosen,4140,4150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000182,6089.234,6063.594,0.32,36,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102165,Rosen,4150,4160,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000183,6094.648,6068.995,0.28,26,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102164,Rosen,4180,4190,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000196,6160.056,6134.239,0.31,46,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102163,Rosen,4180,4190,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000197,6165.657,6139.825,0.31,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102162,Rosen,4220,4230,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000259,6238.804,6212.754,0.3,86,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102161,Rosen,4220,4230,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000260,6242.302,6216.242,0.31,66,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102160,Rosen,4230,4240,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000273,6250.921,6224.838,0.3,60,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102159,Rosen,4230,4240,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000292,6253.98,6227.889,0.27,70,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102158,Rosen,4230,4240,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000296,6255.02,6228.927,0.32,108,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102157,Rosen,4230,4240,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000347,6262.783,6236.67,0.36,64,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102156,Rosen,4250,4260,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000368,6293.14,6266.95,0.3,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102155,Rosen,4250,4260,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000370,6294.678,6268.484,0.27,54,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102154,Rosen,4250,4260,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000378,6299.225,6273.02,0.49,52,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102153,Rosen,4350,4360,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000558,6465.507,6438.685,0.31,60,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102152,Rosen,4360,4370,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0006-0000580,6486.23,6459.344,0.28,56,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
